#File generated by ModelExp v0.1.0
#Started Fit at 2018-06-26 00:41:06.491268
#Finished Fit at 2018-06-26 00:41:06.495675
#[[Fit Statistics]]
#    # fitting method   = leastsq
#    # function evals   = 13
#    # data points      = 100
#    # variables        = 3
#    chi-square         = 95.1500434
#    reduced chi-square = 0.98092828
#    Akaike info crit   = 1.02848634
#    Bayesian info crit = 8.84399689
#[[Variables]]
#    a:   1.30000000 +/- 0.00649906 (0.50%) (init = 1.34)
#    x0:  0.30000000 +/- 1.2122e-04 (0.04%) (init = 0.294)
#    c:  -0.20400000 +/- 0.00101517 (0.50%) (init = -0.048)
#[[Correlations]] (unreported correlations are < 0.100)
#    C(a, c)  = -0.993
#    C(x0, c) = -0.218
#    C(a, x0) =  0.116
#x	y	sy	ymodel
-3.0	14.179550965807149	0.69785	13.953000000000001
-2.9393939393939394	14.55604001683248	0.6720887511478422	13.43777502295684
-2.878787878787879	12.961613405866062	0.6468050045913682	12.932100091827365
-2.8181818181818183	13.59571237283319	0.6219987603305785	12.435975206611571
-2.757575757575758	11.73700956829493	0.597670018365473	11.949400367309458
-2.696969696969697	10.38987939006524	0.5738187786960512	11.472375573921028
-2.6363636363636362	11.901135496209815	0.550445041322314	11.004900826446281
-2.5757575757575757	11.059167188270115	0.5275488062442608	10.546976124885214
-2.515151515151515	9.508286361081884	0.5051300734618916	10.098601469237833
-2.4545454545454546	9.420748769572532	0.48318884297520664	9.659776859504133
-2.393939393939394	9.26235607689123	0.46172511478420575	9.230502295684115
-2.333333333333333	8.905303062046682	0.4407388888888888	8.810777777777774
-2.2727272727272725	7.791269367795635	0.42023016528925616	8.400603305785122
-2.212121212121212	7.999755862274103	0.4001989439853076	7.999978879706153
-2.1515151515151514	7.866599297832406	0.38064522497704306	7.608904499540864
-2.090909090909091	6.533420201201066	0.36156900826446275	7.227380165289256
-2.0303030303030303	6.992616388867933	0.3429702938475665	6.855405876951333
-1.9696969696969697	6.712303629955049	0.3248490817263544	6.49298163452709
-1.9090909090909092	6.33355001733608	0.3072053719008265	6.140107438016531
-1.8484848484848484	5.617225604574115	0.2900391643709826	5.796783287419651
-1.7878787878787878	5.726810842793042	0.27335045913682277	5.463009182736455
-1.7272727272727273	5.372341850813621	0.25713925619834715	5.138785123966942
-1.6666666666666665	4.480330652621436	0.24140555555555554	4.824111111111112
-1.606060606060606	4.643943978408623	0.2261493572084481	4.518987144168963
-1.5454545454545454	3.9979781530263576	0.2113706611570248	4.223413223140497
-1.4848484848484849	3.879714604886979	0.19706946740128561	3.9373893480257127
-1.4242424242424243	3.689352346258982	0.18324577594123054	3.660915518824611
-1.3636363636363635	3.257957725842744	0.16989958677685948	3.393991735537191
-1.303030303030303	3.1724282532429497	0.15703089990817265	3.1366179981634534
-1.2424242424242424	2.8302280020450183	0.14463971533516992	2.8887943067033985
-1.1818181818181817	2.91382200483509	0.13272603305785124	2.6505206611570244
-1.121212121212121	2.6238938114594714	0.12128985307621672	2.4217970615243347
-1.0606060606060606	2.1697824126096315	0.11033117539026632	2.2026235078053267
-1.0	2.0412466352465497	0.09985000000000004	1.9930000000000005
-0.9393939393939394	1.7976374535775628	0.08984632690541784	1.7929265381083572
-0.8787878787878789	1.706711906691811	0.08032015610651978	1.6024031221303958
-0.8181818181818183	1.4964126944790619	0.07127148760330583	1.4214297520661168
-0.7575757575757573	1.2778821158092915	0.06270032139577592	1.250006427915519
-0.6969696969696968	1.14425994304458	0.054606657483930204	1.0881331496786044
-0.6363636363636362	0.8691196544459551	0.04699049586776859	0.9358099173553722
-0.5757575757575757	0.7048831381409648	0.039851836547291096	0.7930367309458223
-0.5151515151515151	0.7148703568150852	0.033190679522497706	0.6598135904499546
-0.4545454545454546	0.5389312664469428	0.027007024793388446	0.5361404958677691
-0.39393939393939403	0.44584960355019243	0.021300872359963287	0.4220174471992659
-0.33333333333333304	0.33631818881769704	0.016072222222222207	0.3174444444444444
-0.2727272727272725	0.23860108105669	0.011321074380165278	0.22242148760330582
-0.21212121212121193	0.1524766625914179	0.007047428833792464	0.13694857667584948
-0.15151515151515138	0.06204671078844459	0.003251285583103761	0.06102571166207549
